Trinn;Fag og timetall
5;krl;2;nor;6;mat;4;samf;2;koh;4;nat;2;eng;2;mus;2;gym;3;fyfo;1;;
6;krl;2;nor;5;mat;4;samf;3;koh;3;nat;2;eng;2;mus;2;moh;2;gym;3;;
7;krl;2;nor;5;mat;5;samf;2;koh;2;nat;3;eng;3;mus;2;moh;2;gym;2;fyfo;1
